"","Team","Value","Squad size","Date"
"1","Salford City","€1.20m",27,"2016-01-01"
"2","Southend United","€4.70m",26,"2016-01-01"
"3","Bolton Wanderers","€21.60m",32,"2016-01-01"
"4","Oldham Athletic","€5.38m",31,"2016-01-01"
"5","Tranmere Rovers","€1.80m",28,"2016-01-01"
"6","Morecambe FC","€1.78m",24,"2016-01-01"
"7","Grimsby Town","€1.83m",24,"2016-01-01"
"8","Colchester United","€5.05m",28,"2016-01-01"
"9","Leyton Orient","€4.05m",25,"2016-01-01"
"10","Mansfield Town","€2.93m",26,"2016-01-01"
"11","Bradford City","€7.80m",28,"2016-01-01"
"12","Scunthorpe United","€4.73m",25,"2016-01-01"
"13","Barrow AFC","€1.30m",21,"2016-01-01"
"14","Port Vale FC","€3.40m",26,"2016-01-01"
"15","Cheltenham Town","€950Th.",29,"2016-01-01"
"16","Exeter City","€4.35m",29,"2016-01-01"
"17","Carlisle United","€2.30m",27,"2016-01-01"
"18","Crawley Town","€2.93m",21,"2016-01-01"
"19","Newport County","€1.30m",22,"2016-01-01"
"20","Cambridge United","€2.83m",28,"2016-01-01"
"21","Walsall FC","€3.85m",25,"2016-01-01"
"22","Forest Green Rovers","€2.03m",24,"2016-01-01"
"23","Stevenage FC","€2.85m",31,"2016-01-01"
"24","Harrogate Town","€3.08m",45,"2016-01-01"
