"","Team","Value","Squad size","Date"
"1","Hull City","€32.30m",27,"2010-12-01"
"2","Ipswich Town","€29.05m",30,"2010-12-01"
"3","Blackpool FC","€26.80m",30,"2010-12-01"
"4","Sunderland AFC","€104.25m",23,"2010-12-01"
"5","Shrewsbury Town","€5.85m",29,"2010-12-01"
"6","Charlton Athletic","€11.50m",29,"2010-12-01"
"7","Fleetwood Town","€2.03m",34,"2010-12-01"
"8","Milton Keynes Dons","€6.53m",25,"2010-12-01"
"9","Oxford United","€3.45m",24,"2010-12-01"
"10","Wigan Athletic","€66.50m",22,"2010-12-01"
"11","Swindon Town","€6.03m",26,"2010-12-01"
"12","Doncaster Rovers","€12.63m",26,"2010-12-01"
"13","Portsmouth FC","€26.55m",24,"2010-12-01"
"14","Burton Albion","€3.93m",27,"2010-12-01"
"15","Gillingham FC","€5.03m",33,"2010-12-01"
"16","Bristol Rovers","€6.18m",24,"2010-12-01"
"17","Plymouth Argyle","€11.10m",29,"2010-12-01"
"18","Northampton Town","€4.25m",25,"2010-12-01"
"19","Lincoln City","€3.23m",26,"2010-12-01"
"20","Peterborough United","€9.33m",26,"2010-12-01"
"21","Rochdale AFC","€4.05m",28,"2010-12-01"
"22","Crewe Alexandra","€2.28m",29,"2010-12-01"
"23","AFC Wimbledon","€325Th.",26,"2010-12-01"
"24","Accrington Stanley","€1.78m",26,"2010-12-01"
