"","Team","Value","Squad size","Date"
"1","Salford City","€2.28m",24,"2019-01-15"
"2","Southend United","€6.28m",28,"2019-01-15"
"3","Bolton Wanderers","€19.15m",29,"2019-01-15"
"4","Oldham Athletic","€3.43m",24,"2019-01-15"
"5","Tranmere Rovers","€2.58m",25,"2019-01-15"
"6","Morecambe FC","€2.50m",28,"2019-01-15"
"7","Grimsby Town","€3.18m",24,"2019-01-15"
"8","Colchester United","€1.70m",22,"2019-01-15"
"9","Leyton Orient","€2.25m",25,"2019-01-15"
"10","Mansfield Town","€5.03m",26,"2019-01-15"
"11","Bradford City","€5.55m",33,"2019-01-15"
"12","Scunthorpe United","€10.60m",29,"2019-01-15"
"13","Barrow AFC","€1.68m",29,"2019-01-15"
"14","Port Vale FC","€2.05m",25,"2019-01-15"
"15","Cheltenham Town","€2.55m",25,"2019-01-15"
"16","Exeter City","€3.73m",29,"2019-01-15"
"17","Carlisle United","€2.20m",23,"2019-01-15"
"18","Crawley Town","€2.98m",25,"2019-01-15"
"19","Newport County","€1.88m",20,"2019-01-15"
"20","Cambridge United","€2.93m",28,"2019-01-15"
"21","Walsall FC","€4.15m",27,"2019-01-15"
"22","Forest Green Rovers","€3.73m",25,"2019-01-15"
"23","Stevenage FC","€2.00m",28,"2019-01-15"
"24","Harrogate Town","€850Th.",23,"2019-01-15"
