"Team","Value","Squad size","Date"
"Salford City","£720Th.",19,"2018-06-15"
"Southend United","£5.09m",27,"2018-06-15"
"Bolton Wanderers","£14.67m",24,"2018-06-15"
"Oldham Athletic","£5.90m",28,"2018-06-15"
"Tranmere Rovers","£1.80m",29,"2018-06-15"
"Morecambe FC","£2.07m",23,"2018-06-15"
"Grimsby Town","£2.72m",27,"2018-06-15"
"Colchester United","£2.39m",23,"2018-06-15"
"Leyton Orient","£2.14m",27,"2018-06-15"
"Mansfield Town","£3.47m",25,"2018-06-15"
"Bradford City","£4.01m",29,"2018-06-15"
"Scunthorpe United","£5.09m",25,"2018-06-15"
"Barrow AFC","£990Th.",17,"2018-06-15"
"Port Vale FC","£1.78m",27,"2018-06-15"
"Cheltenham Town","£1.67m",22,"2018-06-15"
"Exeter City","£3.47m",32,"2018-06-15"
"Carlisle United","£2.66m",24,"2018-06-15"
"Crawley Town","£2.36m",21,"2018-06-15"
"Newport County","£1.85m",21,"2018-06-15"
"Walsall FC","£2.14m",23,"2018-06-15"
"Forest Green Rovers","£2.30m",29,"2018-06-15"
"Stevenage FC","£1.69m",26,"2018-06-15"
"Cambridge United","£2.34m",24,"2018-06-15"
"Harrogate Town","£833Th.",26,"2018-06-15"
