"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.83m",33,"2012-06-01"
"Norwich City","£46.17m",27,"2012-06-01"
"Watford FC","£10.80m",26,"2012-06-01"
"Brentford FC","£5.72m",26,"2012-06-01"
"Cardiff City","£21.47m",30,"2012-06-01"
"Bristol City","£13.73m",28,"2012-06-01"
"Swansea City","£56.93m",29,"2012-06-01"
"Stoke City","£85.46m",30,"2012-06-01"
"Reading FC","£15.93m",31,"2012-06-01"
"Blackburn Rovers","£63.36m",27,"2012-06-01"
"Nottingham Forest","£19.44m",23,"2012-06-01"
"Middlesbrough FC","£24.80m",25,"2012-06-01"
"Derby County","£10.58m",27,"2012-06-01"
"Huddersfield Town","£10.26m",29,"2012-06-01"
"Birmingham City","£24.95m",22,"2012-06-01"
"Millwall FC","£11.88m",27,"2012-06-01"
"Sheffield Wednesday","£10.46m",24,"2012-06-01"
"Preston North End","£7.58m",32,"2012-06-01"
"Queens Park Rangers","£74.07m",35,"2012-06-01"
"Barnsley FC","£9.63m",24,"2012-06-01"
"Luton Town","£1.15m",27,"2012-06-01"
"Coventry City","£11.70m",25,"2012-06-01"
"Rotherham United","£3.08m",21,"2012-06-01"
"Wycombe Wanderers","£4.28m",28,"2012-06-01"
