"Team","Value","Squad size","Date"
"Salford City","£90Th.",4,"2014-02-01"
"Southend United","£3.40m",26,"2014-02-01"
"Bolton Wanderers","£31.43m",25,"2014-02-01"
"Oldham Athletic","£4.50m",25,"2014-02-01"
"Tranmere Rovers","£2.79m",24,"2014-02-01"
"Morecambe FC","£2.05m",24,"2014-02-01"
"Grimsby Town","£788Th.",21,"2014-02-01"
"Colchester United","£3.24m",23,"2014-02-01"
"Leyton Orient","£5.15m",26,"2014-02-01"
"Mansfield Town","£1.10m",28,"2014-02-01"
"Bradford City","£6.98m",26,"2014-02-01"
"Scunthorpe United","£4.19m",29,"2014-02-01"
"Barrow AFC","£540Th.",23,"2014-02-01"
"Port Vale FC","£3.44m",26,"2014-02-01"
"Cheltenham Town","£1.42m",22,"2014-02-01"
"Exeter City","£3.08m",24,"2014-02-01"
"Carlisle United","£2.79m",22,"2014-02-01"
"Crawley Town","£3.17m",23,"2014-02-01"
"Newport County","£1.87m",24,"2014-02-01"
"Walsall FC","£4.10m",26,"2014-02-01"
"Forest Green Rovers","£1.19m",27,"2014-02-01"
"Stevenage FC","£3.38m",24,"2014-02-01"
"Cambridge United","£855Th.",28,"2014-02-01"
"Harrogate Town","£2.00m",34,"2014-02-01"
