"Team","Value","Squad size","Date"
"AFC Bournemouth","£22.25m",31,"2015-05-15"
"Norwich City","£52.29m",28,"2015-05-15"
"Watford FC","£32.04m",29,"2015-05-15"
"Brentford FC","£14.22m",27,"2015-05-15"
"Stoke City","£91.35m",25,"2015-05-15"
"Bristol City","£6.35m",18,"2015-05-15"
"Nottingham Forest","£34.20m",24,"2015-05-15"
"Swansea City","£92.70m",24,"2015-05-15"
"Blackburn Rovers","£34.65m",28,"2015-05-15"
"Reading FC","£27.23m",28,"2015-05-15"
"Cardiff City","£32.58m",28,"2015-05-15"
"Middlesbrough FC","£34.04m",29,"2015-05-15"
"Huddersfield Town","£11.93m",25,"2015-05-15"
"Birmingham City","£16.49m",32,"2015-05-15"
"Derby County","£33.89m",28,"2015-05-15"
"Millwall FC","£11.21m",30,"2015-05-15"
"Preston North End","£6.12m",28,"2015-05-15"
"Sheffield Wednesday","£15.44m",29,"2015-05-15"
"Queens Park Rangers","£81.90m",26,"2015-05-15"
"Barnsley FC","£5.20m",32,"2015-05-15"
"Luton Town","£1.87m",30,"2015-05-15"
"Coventry City","£5.20m",27,"2015-05-15"
"Rotherham United","£10.89m",21,"2015-05-15"
"Wycombe Wanderers","£2.23m",24,"2015-05-15"
