"","Team","Value","Squad size","Date"
"1","Salford City","€775Th.",12,"2015-05-01"
"2","Southend United","€3.53m",27,"2015-05-01"
"3","Bolton Wanderers","€26.30m",31,"2015-05-01"
"4","Oldham Athletic","€5.78m",27,"2015-05-01"
"5","Tranmere Rovers","€4.03m",27,"2015-05-01"
"6","Morecambe FC","€2.23m",23,"2015-05-01"
"7","Grimsby Town","€1.25m",27,"2015-05-01"
"8","Colchester United","€4.48m",29,"2015-05-01"
"9","Leyton Orient","€7.75m",30,"2015-05-01"
"10","Mansfield Town","€1.95m",26,"2015-05-01"
"11","Bradford City","€6.45m",23,"2015-05-01"
"12","Scunthorpe United","€4.70m",27,"2015-05-01"
"13","Barrow AFC","€1.33m",29,"2015-05-01"
"14","Port Vale FC","€3.95m",28,"2015-05-01"
"15","Cheltenham Town","€2.63m",25,"2015-05-01"
"16","Exeter City","€3.85m",28,"2015-05-01"
"17","Carlisle United","€3.80m",28,"2015-05-01"
"18","Crawley Town","€5.08m",27,"2015-05-01"
"19","Newport County","€1.15m",23,"2015-05-01"
"20","Cambridge United","€2.50m",27,"2015-05-01"
"21","Walsall FC","€3.23m",26,"2015-05-01"
"22","Forest Green Rovers","€1.98m",23,"2015-05-01"
"23","Stevenage FC","€2.50m",30,"2015-05-01"
"24","Harrogate Town","€2.35m",38,"2015-05-01"
