"","Team","Value","Squad size","Date"
"1","Liverpool FC","€1.19bn",25,"2020-03-15"
"2","Manchester City","€1.27bn",24,"2020-03-15"
"3","Chelsea FC","€829.05m",27,"2020-03-15"
"4","Manchester United","€798.75m",27,"2020-03-15"
"5","Tottenham Hotspur","€863.50m",24,"2020-03-15"
"6","Arsenal FC","€706.75m",27,"2020-03-15"
"7","Everton FC","€504.70m",25,"2020-03-15"
"8","Leicester City","€504.25m",26,"2020-03-15"
"9","Wolverhampton Wanderers","€365.55m",24,"2020-03-15"
"10","Aston Villa","€269.90m",27,"2020-03-15"
"11","West Ham United","€351.75m",25,"2020-03-15"
"12","Newcastle United","€307.83m",31,"2020-03-15"
"13","Southampton FC","€223.50m",21,"2020-03-15"
"14","Brighton & Hove Albion","€227.25m",26,"2020-03-15"
"15","Fulham FC","€141.75m",28,"2020-03-15"
"16","Crystal Palace","€215.00m",21,"2020-03-15"
"17","Leeds United","€103.75m",26,"2020-03-15"
"18","Sheffield United","€159.35m",27,"2020-03-15"
"19","Burnley FC","€195.75m",24,"2020-03-15"
"20","West Bromwich Albion","€103.80m",29,"2020-03-15"
