"","Team","Value","Squad size","Date"
"1","Liverpool FC","€282.00m",22,"2014-02-15"
"2","Manchester City","€451.00m",24,"2014-02-15"
"3","Chelsea FC","€388.75m",23,"2014-02-15"
"4","Manchester United","€378.50m",26,"2014-02-15"
"5","Tottenham Hotspur","€277.00m",25,"2014-02-15"
"6","Arsenal FC","€371.00m",27,"2014-02-15"
"7","Everton FC","€171.75m",25,"2014-02-15"
"8","Leicester City","€29.20m",24,"2014-02-15"
"9","Wolverhampton Wanderers","€16.98m",26,"2014-02-15"
"10","Aston Villa","€98.50m",27,"2014-02-15"
"11","West Ham United","€103.25m",29,"2014-02-15"
"12","Newcastle United","€143.00m",24,"2014-02-15"
"13","Southampton FC","€111.75m",21,"2014-02-15"
"14","Brighton & Hove Albion","€21.03m",27,"2014-02-15"
"15","Fulham FC","€88.75m",28,"2014-02-15"
"16","Crystal Palace","€61.00m",29,"2014-02-15"
"17","Leeds United","€21.45m",28,"2014-02-15"
"18","Sheffield United","€8.78m",25,"2014-02-15"
"19","Burnley FC","€24.18m",21,"2014-02-15"
"20","West Bromwich Albion","€81.25m",25,"2014-02-15"
