"Team","Value","Squad size","Date"
"Hull City","£37.98m",20,"2018-07-01"
"Ipswich Town","£12.15m",24,"2018-07-01"
"Blackpool FC","£2.81m",22,"2018-07-01"
"Sunderland AFC","£46.98m",21,"2018-07-01"
"Shrewsbury Town","£2.16m",25,"2018-07-01"
"Charlton Athletic","£6.93m",20,"2018-07-01"
"Fleetwood Town","£5.40m",27,"2018-07-01"
"Milton Keynes Dons","£4.82m",26,"2018-07-01"
"Oxford United","£3.78m",23,"2018-07-01"
"Wigan Athletic","£9.74m",30,"2018-07-01"
"Swindon Town","£2.23m",21,"2018-07-01"
"Doncaster Rovers","£2.36m",24,"2018-07-01"
"Portsmouth FC","£3.20m",22,"2018-07-01"
"Burton Albion","£5.40m",22,"2018-07-01"
"Gillingham FC","£2.34m",23,"2018-07-01"
"Bristol Rovers","£2.79m",20,"2018-07-01"
"Plymouth Argyle","£4.41m",34,"2018-07-01"
"Northampton Town","£4.07m",22,"2018-07-01"
"Lincoln City","£2.43m",18,"2018-07-01"
"Peterborough United","£4.23m",29,"2018-07-01"
"Rochdale AFC","£2.61m",23,"2018-07-01"
"Crewe Alexandra","£1.60m",27,"2018-07-01"
"AFC Wimbledon","£2.23m",20,"2018-07-01"
"Accrington Stanley","£1.85m",22,"2018-07-01"
