"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2013-05-15"
"Southend United","£3.40m",29,"2013-05-15"
"Bolton Wanderers","£43.07m",30,"2013-05-15"
"Oldham Athletic","£4.86m",28,"2013-05-15"
"Tranmere Rovers","£3.11m",27,"2013-05-15"
"Morecambe FC","£2.12m",22,"2013-05-15"
"Grimsby Town","£1.42m",22,"2013-05-15"
"Colchester United","£5.11m",28,"2013-05-15"
"Leyton Orient","£4.64m",20,"2013-05-15"
"Mansfield Town","£2.18m",28,"2013-05-15"
"Bradford City","£4.66m",25,"2013-05-15"
"Scunthorpe United","£3.96m",24,"2013-05-15"
"Barrow AFC","£810Th.",19,"2013-05-15"
"Port Vale FC","£3.38m",23,"2013-05-15"
"Cheltenham Town","£1.94m",20,"2013-05-15"
"Exeter City","£3.74m",28,"2013-05-15"
"Carlisle United","£3.58m",24,"2013-05-15"
"Crawley Town","£2.72m",25,"2013-05-15"
"Newport County","£1.91m",25,"2013-05-15"
"Walsall FC","£3.29m",25,"2013-05-15"
"Forest Green Rovers","£1.35m",26,"2013-05-15"
"Stevenage FC","£4.66m",27,"2013-05-15"
"Cambridge United","£360Th.",21,"2013-05-15"
"Harrogate Town","£1.53m",36,"2013-05-15"
