"Team","Value","Squad size","Date"
"Liverpool FC","£411.75m",31,"2017-08-15"
"Manchester City","£553.73m",26,"2017-08-15"
"Chelsea FC","£538.02m",29,"2017-08-15"
"Manchester United","£497.34m",26,"2017-08-15"
"Tottenham Hotspur","£414.68m",22,"2017-08-15"
"Arsenal FC","£516.60m",32,"2017-08-15"
"Everton FC","£264.60m",29,"2017-08-15"
"Leicester City","£203.63m",28,"2017-08-15"
"Wolverhampton Wanderers","£66.17m",32,"2017-08-15"
"Aston Villa","£81.45m",29,"2017-08-15"
"West Ham United","£202.77m",24,"2017-08-15"
"Newcastle United","£126.00m",31,"2017-08-15"
"Brighton & Hove Albion","£64.49m",29,"2017-08-15"
"Southampton FC","£221.94m",29,"2017-08-15"
"Crystal Palace","£157.01m",29,"2017-08-15"
"Fulham FC","£42.89m",21,"2017-08-15"
"Leeds United","£39.74m",27,"2017-08-15"
"Sheffield United","£9.23m",24,"2017-08-15"
"Burnley FC","£64.80m",23,"2017-08-15"
"West Bromwich Albion","£94.73m",20,"2017-08-15"
