"Team","Value","Squad size","Date"
"Hull City","£63.18m",29,"2017-11-15"
"Ipswich Town","£18.99m",27,"2017-11-15"
"Blackpool FC","£4.07m",28,"2017-11-15"
"Sunderland AFC","£56.48m",27,"2017-11-15"
"Shrewsbury Town","£2.50m",23,"2017-11-15"
"Charlton Athletic","£7.38m",23,"2017-11-15"
"Fleetwood Town","£4.59m",26,"2017-11-15"
"Milton Keynes Dons","£6.03m",27,"2017-11-15"
"Oxford United","£6.37m",30,"2017-11-15"
"Wigan Athletic","£10.08m",29,"2017-11-15"
"Swindon Town","£2.86m",27,"2017-11-15"
"Doncaster Rovers","£3.26m",26,"2017-11-15"
"Portsmouth FC","£4.68m",27,"2017-11-15"
"Burton Albion","£10.94m",26,"2017-11-15"
"Gillingham FC","£3.13m",27,"2017-11-15"
"Bristol Rovers","£3.11m",24,"2017-11-15"
"Plymouth Argyle","£4.95m",27,"2017-11-15"
"Northampton Town","£6.30m",29,"2017-11-15"
"Lincoln City","£1.82m",22,"2017-11-15"
"Peterborough United","£4.10m",25,"2017-11-15"
"Rochdale AFC","£3.83m",27,"2017-11-15"
"Crewe Alexandra","£2.14m",27,"2017-11-15"
"AFC Wimbledon","£3.69m",28,"2017-11-15"
"Accrington Stanley","£1.78m",22,"2017-11-15"
