"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-04-01"
"2","Southend United","€4.10m",27,"2013-04-01"
"3","Bolton Wanderers","€45.60m",30,"2013-04-01"
"4","Oldham Athletic","€5.73m",28,"2013-04-01"
"5","Tranmere Rovers","€3.38m",26,"2013-04-01"
"6","Morecambe FC","€2.48m",23,"2013-04-01"
"7","Grimsby Town","€1.73m",23,"2013-04-01"
"8","Colchester United","€5.28m",26,"2013-04-01"
"9","Leyton Orient","€5.40m",21,"2013-04-01"
"10","Mansfield Town","€2.43m",29,"2013-04-01"
"11","Bradford City","€5.08m",23,"2013-04-01"
"12","Scunthorpe United","€4.35m",24,"2013-04-01"
"13","Barrow AFC","€1.00m",20,"2013-04-01"
"14","Port Vale FC","€3.75m",24,"2013-04-01"
"15","Cheltenham Town","€2.15m",20,"2013-04-01"
"16","Exeter City","€4.10m",28,"2013-04-01"
"17","Carlisle United","€3.98m",24,"2013-04-01"
"18","Crawley Town","€3.48m",24,"2013-04-01"
"19","Newport County","€2.13m",28,"2013-04-01"
"20","Cambridge United","€500Th.",22,"2013-04-01"
"21","Walsall FC","€3.45m",22,"2013-04-01"
"22","Forest Green Rovers","€1.45m",27,"2013-04-01"
"23","Stevenage FC","€6.18m",28,"2013-04-01"
"24","Harrogate Town","€1.70m",36,"2013-04-01"
