"Team","Value","Squad size","Date"
"Salford City","£1.08m",27,"2015-12-15"
"Bolton Wanderers","£19.44m",32,"2015-12-15"
"Oldham Athletic","£5.02m",33,"2015-12-15"
"Barrow AFC","£1.17m",21,"2015-12-15"
"Morecambe FC","£1.60m",24,"2015-12-15"
"Mansfield Town","£2.63m",26,"2015-12-15"
"Tranmere Rovers","£1.62m",28,"2015-12-15"
"Grimsby Town","£1.64m",24,"2015-12-15"
"Leyton Orient","£3.65m",25,"2015-12-15"
"Colchester United","£4.55m",28,"2015-12-15"
"Scunthorpe United","£4.70m",26,"2015-12-15"
"Bradford City","£6.89m",27,"2015-12-15"
"Port Vale FC","£3.29m",27,"2015-12-15"
"Crawley Town","£2.81m",23,"2015-12-15"
"Exeter City","£3.92m",26,"2015-12-15"
"Newport County","£1.40m",23,"2015-12-15"
"Southend United","£4.23m",26,"2015-12-15"
"Cheltenham Town","£855Th.",28,"2015-12-15"
"Cambridge United","£2.54m",29,"2015-12-15"
"Carlisle United","£2.07m",27,"2015-12-15"
"Stevenage FC","£2.57m",32,"2015-12-15"
"Forest Green Rovers","£1.82m",24,"2015-12-15"
"Walsall FC","£3.47m",24,"2015-12-15"
"Harrogate Town","£2.77m",45,"2015-12-15"
