"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-05-01"
"2","Southend United","€3.78m",29,"2013-05-01"
"3","Bolton Wanderers","€48.10m",31,"2013-05-01"
"4","Oldham Athletic","€5.23m",27,"2013-05-01"
"5","Tranmere Rovers","€3.45m",27,"2013-05-01"
"6","Morecambe FC","€2.35m",22,"2013-05-01"
"7","Grimsby Town","€1.58m",22,"2013-05-01"
"8","Colchester United","€5.68m",27,"2013-05-01"
"9","Leyton Orient","€5.15m",20,"2013-05-01"
"10","Mansfield Town","€2.43m",28,"2013-05-01"
"11","Bradford City","€5.18m",25,"2013-05-01"
"12","Scunthorpe United","€4.40m",24,"2013-05-01"
"13","Barrow AFC","€900Th.",19,"2013-05-01"
"14","Port Vale FC","€3.75m",23,"2013-05-01"
"15","Cheltenham Town","€2.15m",20,"2013-05-01"
"16","Exeter City","€4.15m",28,"2013-05-01"
"17","Carlisle United","€3.98m",24,"2013-05-01"
"18","Crawley Town","€2.98m",25,"2013-05-01"
"19","Newport County","€2.13m",28,"2013-05-01"
"20","Cambridge United","€500Th.",21,"2013-05-01"
"21","Walsall FC","€3.65m",24,"2013-05-01"
"22","Forest Green Rovers","€1.50m",26,"2013-05-01"
"23","Stevenage FC","€4.68m",27,"2013-05-01"
"24","Harrogate Town","€1.70m",36,"2013-05-01"
