"","Team","Value","Squad size","Date"
"1","Liverpool FC","€586.00m",29,"2018-01-15"
"2","Manchester City","€782.50m",21,"2018-01-15"
"3","Chelsea FC","€706.75m",26,"2018-01-15"
"4","Manchester United","€703.50m",26,"2018-01-15"
"5","Tottenham Hotspur","€678.00m",23,"2018-01-15"
"6","Arsenal FC","€505.95m",27,"2018-01-15"
"7","Everton FC","€335.25m",31,"2018-01-15"
"8","Leicester City","€257.00m",27,"2018-01-15"
"9","Wolverhampton Wanderers","€74.65m",26,"2018-01-15"
"10","Aston Villa","€79.25m",29,"2018-01-15"
"11","West Ham United","€220.00m",26,"2018-01-15"
"12","Newcastle United","€145.00m",27,"2018-01-15"
"13","Southampton FC","€232.60m",26,"2018-01-15"
"14","Brighton & Hove Albion","€104.40m",28,"2018-01-15"
"15","Fulham FC","€73.25m",25,"2018-01-15"
"16","Crystal Palace","€187.00m",27,"2018-01-15"
"17","Leeds United","€46.75m",29,"2018-01-15"
"18","Sheffield United","€14.03m",29,"2018-01-15"
"19","Burnley FC","€122.10m",27,"2018-01-15"
"20","West Bromwich Albion","€150.60m",24,"2018-01-15"
