"","Team","Value","Squad size","Date"
"1","Liverpool FC","€913.00m",25,"2018-12-15"
"2","Manchester City","€1.09bn",26,"2018-12-15"
"3","Chelsea FC","€892.25m",28,"2018-12-15"
"4","Manchester United","€835.00m",26,"2018-12-15"
"5","Tottenham Hotspur","€837.50m",26,"2018-12-15"
"6","Arsenal FC","€574.00m",25,"2018-12-15"
"7","Everton FC","€426.00m",28,"2018-12-15"
"8","Leicester City","€344.50m",28,"2018-12-15"
"9","Wolverhampton Wanderers","€218.00m",23,"2018-12-15"
"10","Aston Villa","€109.75m",25,"2018-12-15"
"11","West Ham United","€287.50m",26,"2018-12-15"
"12","Newcastle United","€174.00m",25,"2018-12-15"
"13","Southampton FC","€266.10m",25,"2018-12-15"
"14","Brighton & Hove Albion","€177.00m",24,"2018-12-15"
"15","Fulham FC","€250.50m",25,"2018-12-15"
"16","Crystal Palace","€219.25m",26,"2018-12-15"
"17","Leeds United","€63.60m",23,"2018-12-15"
"18","Sheffield United","€32.70m",25,"2018-12-15"
"19","Burnley FC","€181.75m",24,"2018-12-15"
"20","West Bromwich Albion","€108.20m",25,"2018-12-15"
