"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.78m",30,"2011-10-15"
"Norwich City","£26.60m",26,"2011-10-15"
"Watford FC","£12.98m",26,"2011-10-15"
"Brentford FC","£5.69m",27,"2011-10-15"
"Cardiff City","£25.31m",29,"2011-10-15"
"Bristol City","£15.68m",28,"2011-10-15"
"Swansea City","£35.87m",29,"2011-10-15"
"Reading FC","£16.81m",31,"2011-10-15"
"Stoke City","£93.15m",27,"2011-10-15"
"Blackburn Rovers","£69.21m",27,"2011-10-15"
"Nottingham Forest","£27.00m",28,"2011-10-15"
"Middlesbrough FC","£27.02m",26,"2011-10-15"
"Derby County","£13.86m",28,"2011-10-15"
"Huddersfield Town","£8.71m",26,"2011-10-15"
"Birmingham City","£33.10m",25,"2011-10-15"
"Millwall FC","£11.43m",30,"2011-10-15"
"Sheffield Wednesday","£12.89m",27,"2011-10-15"
"Preston North End","£9.81m",28,"2011-10-15"
"Queens Park Rangers","£55.35m",32,"2011-10-15"
"Barnsley FC","£11.18m",27,"2011-10-15"
"Luton Town","£1.46m",29,"2011-10-15"
"Coventry City","£9.81m",25,"2011-10-15"
"Rotherham United","£3.20m",23,"2011-10-15"
"Wycombe Wanderers","£4.37m",24,"2011-10-15"
