"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€125.70m",33,"2017-07-15"
"2","Norwich City","€52.53m",26,"2017-07-15"
"3","Watford FC","€135.45m",33,"2017-07-15"
"4","Brentford FC","€29.85m",24,"2017-07-15"
"5","Cardiff City","€36.85m",31,"2017-07-15"
"6","Bristol City","€18.05m",25,"2017-07-15"
"7","Swansea City","€147.60m",30,"2017-07-15"
"8","Reading FC","€31.95m",26,"2017-07-15"
"9","Stoke City","€153.25m",27,"2017-07-15"
"10","Blackburn Rovers","€14.80m",18,"2017-07-15"
"11","Nottingham Forest","€30.85m",30,"2017-07-15"
"12","Middlesbrough FC","€82.05m",24,"2017-07-15"
"13","Derby County","€56.00m",27,"2017-07-15"
"14","Huddersfield Town","€52.10m",31,"2017-07-15"
"15","Birmingham City","€32.50m",30,"2017-07-15"
"16","Millwall FC","€9.13m",25,"2017-07-15"
"17","Sheffield Wednesday","€62.08m",29,"2017-07-15"
"18","Preston North End","€10.10m",26,"2017-07-15"
"19","Queens Park Rangers","€36.50m",31,"2017-07-15"
"20","Barnsley FC","€8.38m",24,"2017-07-15"
"21","Luton Town","€3.80m",26,"2017-07-15"
"22","Coventry City","€4.18m",25,"2017-07-15"
"23","Rotherham United","€7.08m",26,"2017-07-15"
"24","Wycombe Wanderers","€3.20m",23,"2017-07-15"
