"Team","Value","Squad size","Date"
"AFC Bournemouth","£73.26m",32,"2016-07-01"
"Norwich City","£69.21m",30,"2016-07-01"
"Watford FC","£110.79m",33,"2016-07-01"
"Brentford FC","£17.78m",24,"2016-07-01"
"Cardiff City","£32.49m",27,"2016-07-01"
"Bristol City","£9.27m",22,"2016-07-01"
"Swansea City","£102.60m",26,"2016-07-01"
"Reading FC","£20.03m",26,"2016-07-01"
"Stoke City","£123.53m",25,"2016-07-01"
"Blackburn Rovers","£21.35m",26,"2016-07-01"
"Nottingham Forest","£27.36m",27,"2016-07-01"
"Middlesbrough FC","£50.94m",26,"2016-07-01"
"Derby County","£53.64m",30,"2016-07-01"
"Huddersfield Town","£13.23m",22,"2016-07-01"
"Birmingham City","£13.19m",26,"2016-07-01"
"Millwall FC","£6.10m",23,"2016-07-01"
"Sheffield Wednesday","£29.97m",26,"2016-07-01"
"Preston North End","£9.09m",22,"2016-07-01"
"Queens Park Rangers","£48.02m",29,"2016-07-01"
"Barnsley FC","£3.60m",25,"2016-07-01"
"Luton Town","£3.96m",23,"2016-07-01"
"Coventry City","£3.02m",22,"2016-07-01"
"Rotherham United","£5.02m",16,"2016-07-01"
"Wycombe Wanderers","£1.89m",17,"2016-07-01"
