"Team","Value","Squad size","Date"
"Liverpool FC","£215.82m",25,"2013-01-01"
"Manchester City","£448.88m",26,"2013-01-01"
"Chelsea FC","£352.80m",25,"2013-01-01"
"Manchester United","£396.00m",27,"2013-01-01"
"Tottenham Hotspur","£239.40m",27,"2013-01-01"
"Arsenal FC","£257.63m",27,"2013-01-01"
"Everton FC","£116.55m",23,"2013-01-01"
"Leicester City","£23.54m",25,"2013-01-01"
"Wolverhampton Wanderers","£64.62m",30,"2013-01-01"
"Aston Villa","£102.60m",26,"2013-01-01"
"West Ham United","£79.83m",22,"2013-01-01"
"Newcastle United","£142.20m",28,"2013-01-01"
"Southampton FC","£63.00m",26,"2013-01-01"
"Brighton & Hove Albion","£22.32m",30,"2013-01-01"
"Fulham FC","£77.04m",28,"2013-01-01"
"Crystal Palace","£16.83m",29,"2013-01-01"
"Leeds United","£20.45m",32,"2013-01-01"
"Sheffield United","£8.87m",27,"2013-01-01"
"Burnley FC","£18.56m",29,"2013-01-01"
"West Bromwich Albion","£72.45m",26,"2013-01-01"
