"Team","Value","Squad size","Date"
"Hull City","£49.05m",26,"2013-09-01"
"Ipswich Town","£11.18m",22,"2013-09-01"
"Blackpool FC","£17.21m",21,"2013-09-01"
"Sunderland AFC","£98.19m",26,"2013-09-01"
"Shrewsbury Town","£3.15m",21,"2013-09-01"
"Charlton Athletic","£9.90m",21,"2013-09-01"
"Fleetwood Town","£2.88m",25,"2013-09-01"
"Milton Keynes Dons","£5.04m",22,"2013-09-01"
"Oxford United","£2.36m",25,"2013-09-01"
"Wigan Athletic","£57.33m",24,"2013-09-01"
"Swindon Town","£3.31m",27,"2013-09-01"
"Doncaster Rovers","£7.43m",25,"2013-09-01"
"Portsmouth FC","£3.20m",21,"2013-09-01"
"Burton Albion","£2.48m",21,"2013-09-01"
"Gillingham FC","£2.66m",25,"2013-09-01"
"Bristol Rovers","£2.59m",25,"2013-09-01"
"Plymouth Argyle","£2.90m",23,"2013-09-01"
"Northampton Town","£3.35m",24,"2013-09-01"
"Lincoln City","£540Th.",22,"2013-09-01"
"Peterborough United","£6.98m",22,"2013-09-01"
"Rochdale AFC","£2.05m",27,"2013-09-01"
"Crewe Alexandra","£2.23m",25,"2013-09-01"
"AFC Wimbledon","£2.14m",22,"2013-09-01"
"Accrington Stanley","£1.53m",23,"2013-09-01"
