"Team","Value","Squad size","Date"
"Ipswich Town","£11.18m",30,"2018-08-15"
"Hull City","£39.74m",23,"2018-08-15"
"Sunderland AFC","£33.03m",27,"2018-08-15"
"Blackpool FC","£3.71m",26,"2018-08-15"
"Charlton Athletic","£6.89m",22,"2018-08-15"
"Milton Keynes Dons","£5.49m",32,"2018-08-15"
"Portsmouth FC","£4.05m",24,"2018-08-15"
"Fleetwood Town","£6.71m",29,"2018-08-15"
"Shrewsbury Town","£3.53m",31,"2018-08-15"
"Swindon Town","£2.88m",26,"2018-08-15"
"Oxford United","£5.90m",28,"2018-08-15"
"Wigan Athletic","£16.20m",31,"2018-08-15"
"Lincoln City","£3.98m",22,"2018-08-15"
"Doncaster Rovers","£3.06m",30,"2018-08-15"
"Gillingham FC","£2.57m",27,"2018-08-15"
"Bristol Rovers","£3.51m",24,"2018-08-15"
"Plymouth Argyle","£4.68m",33,"2018-08-15"
"Burton Albion","£4.75m",21,"2018-08-15"
"Crewe Alexandra","£2.05m",29,"2018-08-15"
"Northampton Town","£3.83m",25,"2018-08-15"
"Peterborough United","£4.14m",23,"2018-08-15"
"Rochdale AFC","£2.79m",24,"2018-08-15"
"AFC Wimbledon","£2.68m",24,"2018-08-15"
"Accrington Stanley","£1.87m",25,"2018-08-15"
