"Team","Value","Squad size","Date"
"Salford City","£630Th.",20,"2016-09-01"
"Southend United","£4.97m",23,"2016-09-01"
"Bolton Wanderers","£16.11m",24,"2016-09-01"
"Oldham Athletic","£4.41m",28,"2016-09-01"
"Tranmere Rovers","£990Th.",21,"2016-09-01"
"Morecambe FC","£2.14m",21,"2016-09-01"
"Grimsby Town","£2.21m",26,"2016-09-01"
"Colchester United","£2.68m",26,"2016-09-01"
"Leyton Orient","£5.31m",27,"2016-09-01"
"Mansfield Town","£2.36m",23,"2016-09-01"
"Bradford City","£5.67m",25,"2016-09-01"
"Scunthorpe United","£4.64m",26,"2016-09-01"
"Barrow AFC","£765Th.",23,"2016-09-01"
"Port Vale FC","£4.39m",30,"2016-09-01"
"Cheltenham Town","£1.24m",23,"2016-09-01"
"Exeter City","£3.26m",30,"2016-09-01"
"Carlisle United","£2.43m",22,"2016-09-01"
"Crawley Town","£2.68m",24,"2016-09-01"
"Newport County","£1.87m",26,"2016-09-01"
"Cambridge United","£2.68m",26,"2016-09-01"
"Walsall FC","£2.90m",25,"2016-09-01"
"Forest Green Rovers","£2.03m",25,"2016-09-01"
"Stevenage FC","£2.36m",27,"2016-09-01"
"Harrogate Town","£3.11m",50,"2016-09-01"
