"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€4.33m",30,"2012-01-15"
"2","Norwich City","€28.85m",26,"2012-01-15"
"3","Watford FC","€15.03m",26,"2012-01-15"
"4","Brentford FC","€5.13m",27,"2012-01-15"
"5","Cardiff City","€28.68m",29,"2012-01-15"
"6","Bristol City","€24.50m",31,"2012-01-15"
"7","Swansea City","€42.75m",29,"2012-01-15"
"8","Reading FC","€18.75m",32,"2012-01-15"
"9","Stoke City","€109.00m",29,"2012-01-15"
"10","Blackburn Rovers","€78.90m",30,"2012-01-15"
"11","Nottingham Forest","€29.90m",28,"2012-01-15"
"12","Middlesbrough FC","€30.63m",27,"2012-01-15"
"13","Derby County","€12.20m",26,"2012-01-15"
"14","Huddersfield Town","€9.95m",28,"2012-01-15"
"15","Birmingham City","€35.53m",24,"2012-01-15"
"16","Millwall FC","€11.00m",30,"2012-01-15"
"17","Sheffield Wednesday","€13.18m",25,"2012-01-15"
"18","Preston North End","€10.03m",29,"2012-01-15"
"19","Queens Park Rangers","€66.10m",35,"2012-01-15"
"20","Barnsley FC","€11.23m",26,"2012-01-15"
"21","Luton Town","€1.28m",27,"2012-01-15"
"22","Coventry City","€9.85m",24,"2012-01-15"
"23","Rotherham United","€3.15m",23,"2012-01-15"
"24","Wycombe Wanderers","€4.75m",26,"2012-01-15"
