"","Team","Value","Squad size","Date"
"1","Hull City","€37.05m",27,"2013-04-01"
"2","Ipswich Town","€16.23m",26,"2013-04-01"
"3","Blackpool FC","€31.50m",31,"2013-04-01"
"4","Sunderland AFC","€118.00m",22,"2013-04-01"
"5","Shrewsbury Town","€3.70m",26,"2013-04-01"
"6","Charlton Athletic","€9.85m",25,"2013-04-01"
"7","Fleetwood Town","€3.43m",31,"2013-04-01"
"8","Milton Keynes Dons","€5.90m",23,"2013-04-01"
"9","Oxford United","€3.25m",25,"2013-04-01"
"10","Wigan Athletic","€71.75m",25,"2013-04-01"
"11","Swindon Town","€3.80m",24,"2013-04-01"
"12","Doncaster Rovers","€7.80m",27,"2013-04-01"
"13","Portsmouth FC","€3.90m",18,"2013-04-01"
"14","Burton Albion","€2.81m",25,"2013-04-01"
"15","Gillingham FC","€2.28m",22,"2013-04-01"
"16","Bristol Rovers","€3.75m",31,"2013-04-01"
"17","Plymouth Argyle","€3.85m",27,"2013-04-01"
"18","Northampton Town","€4.03m",22,"2013-04-01"
"19","Lincoln City","€600Th.",26,"2013-04-01"
"20","Peterborough United","€8.00m",30,"2013-04-01"
"21","Rochdale AFC","€2.88m",26,"2013-04-01"
"22","Crewe Alexandra","€2.85m",28,"2013-04-01"
"23","AFC Wimbledon","€3.40m",28,"2013-04-01"
"24","Accrington Stanley","€3.83m",28,"2013-04-01"
