"","Team","Value","Squad size","Date"
"1","Liverpool FC","€245.75m",26,"2011-06-15"
"2","Manchester City","€390.25m",31,"2011-06-15"
"3","Chelsea FC","€424.20m",29,"2011-06-15"
"4","Manchester United","€387.20m",31,"2011-06-15"
"5","Tottenham Hotspur","€303.23m",33,"2011-06-15"
"6","Arsenal FC","€320.50m",27,"2011-06-15"
"7","Everton FC","€172.60m",23,"2011-06-15"
"8","Leicester City","€25.18m",35,"2011-06-15"
"9","Wolverhampton Wanderers","€70.30m",30,"2011-06-15"
"10","Aston Villa","€173.05m",30,"2011-06-15"
"11","West Ham United","€110.75m",30,"2011-06-15"
"12","Newcastle United","€85.98m",29,"2011-06-15"
"13","Southampton FC","€16.93m",34,"2011-06-15"
"14","Brighton & Hove Albion","€5.65m",27,"2011-06-15"
"15","Fulham FC","€98.75m",27,"2011-06-15"
"16","Crystal Palace","€15.18m",29,"2011-06-15"
"17","Leeds United","€20.18m",25,"2011-06-15"
"18","Sheffield United","€16.48m",28,"2011-06-15"
"19","Burnley FC","€36.48m",31,"2011-06-15"
"20","West Bromwich Albion","€76.38m",31,"2011-06-15"
