"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€3.80m",24,"2011-06-01"
"2","Norwich City","€18.50m",32,"2011-06-01"
"3","Watford FC","€10.55m",27,"2011-06-01"
"4","Brentford FC","€5.43m",24,"2011-06-01"
"5","Cardiff City","€26.75m",24,"2011-06-01"
"6","Bristol City","€20.00m",28,"2011-06-01"
"7","Swansea City","€21.13m",33,"2011-06-01"
"8","Reading FC","€20.48m",29,"2011-06-01"
"9","Stoke City","€82.45m",31,"2011-06-01"
"10","Blackburn Rovers","€78.35m",29,"2011-06-01"
"11","Nottingham Forest","€25.80m",25,"2011-06-01"
"12","Middlesbrough FC","€39.30m",29,"2011-06-01"
"13","Derby County","€16.95m",32,"2011-06-01"
"14","Huddersfield Town","€8.40m",24,"2011-06-01"
"15","Birmingham City","€77.75m",25,"2011-06-01"
"16","Millwall FC","€9.95m",26,"2011-06-01"
"17","Sheffield Wednesday","€17.10m",25,"2011-06-01"
"18","Preston North End","€17.75m",29,"2011-06-01"
"19","Queens Park Rangers","€38.68m",38,"2011-06-01"
"20","Barnsley FC","€12.00m",22,"2011-06-01"
"21","Luton Town","€1.38m",31,"2011-06-01"
"22","Coventry City","€15.83m",28,"2011-06-01"
"23","Rotherham United","€2.63m",24,"2011-06-01"
"24","Wycombe Wanderers","€3.80m",28,"2011-06-01"
