"","Team","Value","Squad size","Date"
"1","Salford City","€525Th.",10,"2015-01-01"
"2","Southend United","€2.73m",24,"2015-01-01"
"3","Bolton Wanderers","€28.95m",31,"2015-01-01"
"4","Oldham Athletic","€5.65m",27,"2015-01-01"
"5","Tranmere Rovers","€3.23m",25,"2015-01-01"
"6","Morecambe FC","€2.03m",24,"2015-01-01"
"7","Grimsby Town","€875Th.",23,"2015-01-01"
"8","Colchester United","€3.23m",25,"2015-01-01"
"9","Leyton Orient","€8.50m",25,"2015-01-01"
"10","Mansfield Town","€2.15m",25,"2015-01-01"
"11","Bradford City","€5.45m",23,"2015-01-01"
"12","Scunthorpe United","€5.13m",31,"2015-01-01"
"13","Barrow AFC","€1.03m",26,"2015-01-01"
"14","Port Vale FC","€4.08m",26,"2015-01-01"
"15","Cheltenham Town","€2.20m",24,"2015-01-01"
"16","Exeter City","€3.50m",26,"2015-01-01"
"17","Carlisle United","€3.95m",25,"2015-01-01"
"18","Crawley Town","€3.08m",20,"2015-01-01"
"19","Newport County","€1.48m",23,"2015-01-01"
"20","Cambridge United","€2.10m",30,"2015-01-01"
"21","Walsall FC","€3.23m",26,"2015-01-01"
"22","Forest Green Rovers","€2.23m",24,"2015-01-01"
"23","Stevenage FC","€2.25m",27,"2015-01-01"
"24","Harrogate Town","€2.38m",38,"2015-01-01"
