"Team","Value","Squad size","Date"
"Salford City","£90Th.",5,"2014-03-15"
"Southend United","£3.11m",26,"2014-03-15"
"Bolton Wanderers","£35.01m",27,"2014-03-15"
"Oldham Athletic","£4.64m",27,"2014-03-15"
"Tranmere Rovers","£2.57m",22,"2014-03-15"
"Morecambe FC","£2.05m",24,"2014-03-15"
"Grimsby Town","£653Th.",22,"2014-03-15"
"Colchester United","£3.29m",24,"2014-03-15"
"Leyton Orient","£6.14m",25,"2014-03-15"
"Mansfield Town","£1.06m",28,"2014-03-15"
"Bradford City","£5.78m",26,"2014-03-15"
"Scunthorpe United","£4.01m",29,"2014-03-15"
"Barrow AFC","£540Th.",20,"2014-03-15"
"Port Vale FC","£3.44m",26,"2014-03-15"
"Cheltenham Town","£1.73m",21,"2014-03-15"
"Exeter City","£2.68m",24,"2014-03-15"
"Carlisle United","£3.11m",25,"2014-03-15"
"Crawley Town","£3.31m",22,"2014-03-15"
"Newport County","£1.96m",27,"2014-03-15"
"Walsall FC","£4.23m",27,"2014-03-15"
"Forest Green Rovers","£1.49m",26,"2014-03-15"
"Stevenage FC","£3.94m",27,"2014-03-15"
"Cambridge United","£405Th.",25,"2014-03-15"
"Harrogate Town","£2.00m",34,"2014-03-15"
