"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2012-09-01"
"Southend United","£3.92m",25,"2012-09-01"
"Bolton Wanderers","£48.87m",30,"2012-09-01"
"Oldham Athletic","£3.96m",25,"2012-09-01"
"Tranmere Rovers","£1.62m",24,"2012-09-01"
"Morecambe FC","£2.25m",23,"2012-09-01"
"Grimsby Town","£1.31m",19,"2012-09-01"
"Colchester United","£4.64m",25,"2012-09-01"
"Leyton Orient","£5.18m",24,"2012-09-01"
"Mansfield Town","£2.30m",27,"2012-09-01"
"Bradford City","£4.41m",23,"2012-09-01"
"Scunthorpe United","£3.35m",21,"2012-09-01"
"Barrow AFC","£720Th.",20,"2012-09-01"
"Port Vale FC","£1.82m",22,"2012-09-01"
"Cheltenham Town","£2.12m",20,"2012-09-01"
"Exeter City","£3.76m",22,"2012-09-01"
"Carlisle United","£3.38m",22,"2012-09-01"
"Crawley Town","£3.62m",27,"2012-09-01"
"Newport County","£1.26m",21,"2012-09-01"
"Cambridge United","£518Th.",27,"2012-09-01"
"Walsall FC","£3.06m",22,"2012-09-01"
"Forest Green Rovers","£1.35m",24,"2012-09-01"
"Stevenage FC","£4.16m",22,"2012-09-01"
"Harrogate Town","£968Th.",25,"2012-09-01"
