"Team","Value","Squad size","Date"
"Ipswich Town","£12.80m",31,"2019-12-15"
"Hull City","£41.49m",27,"2019-12-15"
"Sunderland AFC","£14.85m",24,"2019-12-15"
"Blackpool FC","£6.08m",26,"2019-12-15"
"Charlton Athletic","£15.71m",26,"2019-12-15"
"Milton Keynes Dons","£5.22m",26,"2019-12-15"
"Portsmouth FC","£5.45m",25,"2019-12-15"
"Fleetwood Town","£5.29m",27,"2019-12-15"
"Shrewsbury Town","£5.81m",26,"2019-12-15"
"Swindon Town","£5.27m",35,"2019-12-15"
"Oxford United","£11.88m",28,"2019-12-15"
"Wigan Athletic","£23.90m",30,"2019-12-15"
"Lincoln City","£6.05m",23,"2019-12-15"
"Doncaster Rovers","£5.11m",34,"2019-12-15"
"Gillingham FC","£3.80m",24,"2019-12-15"
"Bristol Rovers","£3.38m",26,"2019-12-15"
"Plymouth Argyle","£3.33m",28,"2019-12-15"
"Burton Albion","£4.46m",27,"2019-12-15"
"Crewe Alexandra","£1.76m",25,"2019-12-15"
"Northampton Town","£2.79m",30,"2019-12-15"
"Peterborough United","£4.64m",24,"2019-12-15"
"Rochdale AFC","£2.68m",27,"2019-12-15"
"AFC Wimbledon","£1.71m",29,"2019-12-15"
"Accrington Stanley","£2.09m",37,"2019-12-15"
