"","Team","Value","Squad size","Date"
"1","Liverpool FC","€239.80m",25,"2012-12-15"
"2","Manchester City","€498.25m",25,"2012-12-15"
"3","Chelsea FC","€387.00m",23,"2012-12-15"
"4","Manchester United","€441.00m",28,"2012-12-15"
"5","Tottenham Hotspur","€255.00m",24,"2012-12-15"
"6","Arsenal FC","€284.75m",26,"2012-12-15"
"7","Everton FC","€129.50m",23,"2012-12-15"
"8","Leicester City","€26.10m",24,"2012-12-15"
"9","Wolverhampton Wanderers","€69.30m",28,"2012-12-15"
"10","Aston Villa","€109.50m",25,"2012-12-15"
"11","West Ham United","€91.70m",23,"2012-12-15"
"12","Newcastle United","€158.00m",28,"2012-12-15"
"13","Southampton FC","€70.50m",27,"2012-12-15"
"14","Brighton & Hove Albion","€24.05m",28,"2012-12-15"
"15","Fulham FC","€82.05m",26,"2012-12-15"
"16","Crystal Palace","€18.65m",27,"2012-12-15"
"17","Leeds United","€22.78m",33,"2012-12-15"
"18","Sheffield United","€9.80m",28,"2012-12-15"
"19","Burnley FC","€20.08m",27,"2012-12-15"
"20","West Bromwich Albion","€79.50m",24,"2012-12-15"
