"Team","Value","Squad size","Date"
"Salford City","-",NA,"2011-04-01"
"Southend United","£3.42m",26,"2011-04-01"
"Bolton Wanderers","£83.12m",25,"2011-04-01"
"Oldham Athletic","£4.32m",29,"2011-04-01"
"Tranmere Rovers","£3.33m",28,"2011-04-01"
"Morecambe FC","£3.78m",25,"2011-04-01"
"Grimsby Town","-",NA,"2011-04-01"
"Colchester United","£6.12m",25,"2011-04-01"
"Leyton Orient","£5.51m",24,"2011-04-01"
"Mansfield Town","£1.37m",29,"2011-04-01"
"Bradford City","£2.61m",26,"2011-04-01"
"Scunthorpe United","£9.23m",31,"2011-04-01"
"Barrow AFC","£1.04m",27,"2011-04-01"
"Port Vale FC","£2.54m",25,"2011-04-01"
"Cheltenham Town","£2.00m",23,"2011-04-01"
"Exeter City","£4.25m",31,"2011-04-01"
"Carlisle United","£4.66m",27,"2011-04-01"
"Crawley Town","£2.21m",33,"2011-04-01"
"Newport County","£1.28m",20,"2011-04-01"
"Walsall FC","£4.39m",27,"2011-04-01"
"Forest Green Rovers","£1.69m",36,"2011-04-01"
"Stevenage FC","£2.52m",23,"2011-04-01"
"Cambridge United","£1.01m",25,"2011-04-01"
"Harrogate Town","£338Th.",17,"2011-04-01"
