"","Team","Value","Squad size","Date"
"1","Hull City","€33.75m",29,"2010-11-01"
"2","Ipswich Town","€23.55m",28,"2010-11-01"
"3","Blackpool FC","€27.08m",32,"2010-11-01"
"4","Sunderland AFC","€105.25m",24,"2010-11-01"
"5","Shrewsbury Town","€5.73m",27,"2010-11-01"
"6","Charlton Athletic","€10.25m",29,"2010-11-01"
"7","Fleetwood Town","€2.60m",37,"2010-11-01"
"8","Milton Keynes Dons","€5.60m",24,"2010-11-01"
"9","Oxford United","€2.13m",24,"2010-11-01"
"10","Wigan Athletic","€72.00m",23,"2010-11-01"
"11","Swindon Town","€5.83m",26,"2010-11-01"
"12","Doncaster Rovers","€10.88m",23,"2010-11-01"
"13","Portsmouth FC","€26.55m",24,"2010-11-01"
"14","Burton Albion","€3.85m",27,"2010-11-01"
"15","Gillingham FC","€4.73m",28,"2010-11-01"
"16","Bristol Rovers","€6.13m",23,"2010-11-01"
"17","Plymouth Argyle","€14.55m",31,"2010-11-01"
"18","Northampton Town","€3.68m",25,"2010-11-01"
"19","Lincoln City","€3.45m",27,"2010-11-01"
"20","Peterborough United","€8.15m",26,"2010-11-01"
"21","Rochdale AFC","€4.05m",29,"2010-11-01"
"22","Crewe Alexandra","€2.23m",27,"2010-11-01"
"23","AFC Wimbledon","€300Th.",23,"2010-11-01"
"24","Accrington Stanley","€1.50m",26,"2010-11-01"
