"","Team","Value","Squad size","Date"
"1","Salford City","-",0,"2012-01-01"
"2","Southend United","€4.78m",26,"2012-01-01"
"3","Bolton Wanderers","€98.00m",27,"2012-01-01"
"4","Oldham Athletic","€4.70m",29,"2012-01-01"
"5","Tranmere Rovers","€3.45m",24,"2012-01-01"
"6","Morecambe FC","€3.18m",25,"2012-01-01"
"7","Grimsby Town","€1.55m",25,"2012-01-01"
"8","Colchester United","€5.78m",24,"2012-01-01"
"9","Leyton Orient","€6.35m",24,"2012-01-01"
"10","Mansfield Town","€2.40m",28,"2012-01-01"
"11","Bradford City","€6.50m",33,"2012-01-01"
"12","Scunthorpe United","€4.83m",28,"2012-01-01"
"13","Barrow AFC","€750Th.",23,"2012-01-01"
"14","Port Vale FC","€4.15m",31,"2012-01-01"
"15","Cheltenham Town","€2.73m",23,"2012-01-01"
"16","Exeter City","€5.28m",30,"2012-01-01"
"17","Carlisle United","€6.20m",24,"2012-01-01"
"18","Crawley Town","€2.60m",18,"2012-01-01"
"19","Newport County","€1.18m",27,"2012-01-01"
"20","Cambridge United","€750Th.",25,"2012-01-01"
"21","Walsall FC","€5.05m",23,"2012-01-01"
"22","Forest Green Rovers","€1.50m",25,"2012-01-01"
"23","Stevenage FC","€3.08m",25,"2012-01-01"
"24","Harrogate Town","€775Th.",22,"2012-01-01"
