"Team","Value","Squad size","Date"
"AFC Bournemouth","£6.19m",32,"2012-12-01"
"Norwich City","£54.18m",25,"2012-12-01"
"Watford FC","£19.49m",34,"2012-12-01"
"Brentford FC","£5.09m",28,"2012-12-01"
"Cardiff City","£28.31m",28,"2012-12-01"
"Bristol City","£16.92m",28,"2012-12-01"
"Swansea City","£67.05m",25,"2012-12-01"
"Reading FC","£32.63m",25,"2012-12-01"
"Stoke City","£83.79m",26,"2012-12-01"
"Blackburn Rovers","£52.25m",33,"2012-12-01"
"Nottingham Forest","£34.47m",28,"2012-12-01"
"Middlesbrough FC","£30.78m",30,"2012-12-01"
"Derby County","£10.78m",25,"2012-12-01"
"Huddersfield Town","£14.69m",27,"2012-12-01"
"Birmingham City","£23.85m",27,"2012-12-01"
"Millwall FC","£12.92m",27,"2012-12-01"
"Sheffield Wednesday","£13.93m",29,"2012-12-01"
"Preston North End","£3.89m",27,"2012-12-01"
"Queens Park Rangers","£95.40m",27,"2012-12-01"
"Barnsley FC","£9.72m",32,"2012-12-01"
"Luton Town","£1.28m",27,"2012-12-01"
"Coventry City","£8.15m",31,"2012-12-01"
"Rotherham United","£6.23m",27,"2012-12-01"
"Wycombe Wanderers","£3.42m",32,"2012-12-01"
