"Team","Value","Squad size","Date"
"AFC Bournemouth","£113.13m",33,"2017-07-15"
"Norwich City","£47.27m",26,"2017-07-15"
"Watford FC","£121.91m",33,"2017-07-15"
"Brentford FC","£26.87m",24,"2017-07-15"
"Stoke City","£137.93m",27,"2017-07-15"
"Bristol City","£16.25m",25,"2017-07-15"
"Nottingham Forest","£27.77m",30,"2017-07-15"
"Swansea City","£132.84m",30,"2017-07-15"
"Blackburn Rovers","£13.32m",18,"2017-07-15"
"Reading FC","£28.76m",26,"2017-07-15"
"Cardiff City","£33.17m",31,"2017-07-15"
"Middlesbrough FC","£73.85m",24,"2017-07-15"
"Huddersfield Town","£46.89m",31,"2017-07-15"
"Birmingham City","£29.25m",30,"2017-07-15"
"Derby County","£50.40m",27,"2017-07-15"
"Millwall FC","£8.21m",25,"2017-07-15"
"Preston North End","£9.09m",26,"2017-07-15"
"Sheffield Wednesday","£55.87m",29,"2017-07-15"
"Queens Park Rangers","£32.85m",31,"2017-07-15"
"Barnsley FC","£7.54m",24,"2017-07-15"
"Luton Town","£3.42m",26,"2017-07-15"
"Coventry City","£3.76m",25,"2017-07-15"
"Rotherham United","£6.37m",26,"2017-07-15"
"Wycombe Wanderers","£2.88m",23,"2017-07-15"
