"Team","Value","Squad size","Date"
"Liverpool FC","£855.45m",24,"2019-03-15"
"Manchester City","£1.02bn",25,"2019-03-15"
"Chelsea FC","£797.18m",26,"2019-03-15"
"Manchester United","£716.40m",25,"2019-03-15"
"Tottenham Hotspur","£751.95m",24,"2019-03-15"
"Arsenal FC","£562.95m",25,"2019-03-15"
"Everton FC","£378.00m",23,"2019-03-15"
"Leicester City","£310.05m",25,"2019-03-15"
"Wolverhampton Wanderers","£218.93m",19,"2019-03-15"
"Aston Villa","£105.53m",28,"2019-03-15"
"West Ham United","£290.70m",26,"2019-03-15"
"Newcastle United","£180.45m",26,"2019-03-15"
"Brighton & Hove Albion","£156.15m",23,"2019-03-15"
"Southampton FC","£202.14m",24,"2019-03-15"
"Crystal Palace","£239.54m",26,"2019-03-15"
"Fulham FC","£228.60m",27,"2019-03-15"
"Leeds United","£59.40m",24,"2019-03-15"
"Sheffield United","£41.13m",25,"2019-03-15"
"Burnley FC","£156.83m",26,"2019-03-15"
"West Bromwich Albion","£103.46m",26,"2019-03-15"
