"Team","Value","Squad size","Date"
"Salford City","£90Th.",4,"2013-12-15"
"Bolton Wanderers","£37.98m",28,"2013-12-15"
"Oldham Athletic","£4.75m",29,"2013-12-15"
"Barrow AFC","£518Th.",22,"2013-12-15"
"Morecambe FC","£1.96m",22,"2013-12-15"
"Mansfield Town","£1.40m",30,"2013-12-15"
"Tranmere Rovers","£4.19m",27,"2013-12-15"
"Grimsby Town","£1.01m",21,"2013-12-15"
"Leyton Orient","£4.34m",23,"2013-12-15"
"Colchester United","£4.07m",27,"2013-12-15"
"Scunthorpe United","£3.74m",27,"2013-12-15"
"Bradford City","£6.53m",24,"2013-12-15"
"Port Vale FC","£3.40m",24,"2013-12-15"
"Crawley Town","£2.61m",22,"2013-12-15"
"Exeter City","£3.40m",25,"2013-12-15"
"Newport County","£1.31m",25,"2013-12-15"
"Southend United","£2.95m",25,"2013-12-15"
"Cheltenham Town","£1.87m",23,"2013-12-15"
"Cambridge United","£810Th.",28,"2013-12-15"
"Carlisle United","£4.68m",27,"2013-12-15"
"Stevenage FC","£3.78m",26,"2013-12-15"
"Forest Green Rovers","£1.15m",29,"2013-12-15"
"Walsall FC","£2.93m",26,"2013-12-15"
"Harrogate Town","£1.55m",34,"2013-12-15"
