"Team","Value","Squad size","Date"
"Liverpool FC","£215.37m",26,"2012-10-15"
"Manchester City","£448.43m",25,"2012-10-15"
"Chelsea FC","£348.30m",23,"2012-10-15"
"Manchester United","£396.90m",28,"2012-10-15"
"Tottenham Hotspur","£229.05m",24,"2012-10-15"
"Arsenal FC","£256.28m",27,"2012-10-15"
"Everton FC","£115.43m",22,"2012-10-15"
"Leicester City","£23.00m",21,"2012-10-15"
"Wolverhampton Wanderers","£63.05m",29,"2012-10-15"
"Aston Villa","£103.95m",26,"2012-10-15"
"West Ham United","£83.21m",24,"2012-10-15"
"Newcastle United","£142.20m",28,"2012-10-15"
"Southampton FC","£61.34m",26,"2012-10-15"
"Brighton & Hove Albion","£21.87m",30,"2012-10-15"
"Fulham FC","£76.55m",26,"2012-10-15"
"Crystal Palace","£18.95m",27,"2012-10-15"
"Leeds United","£17.53m",29,"2012-10-15"
"Sheffield United","£8.96m",27,"2012-10-15"
"Burnley FC","£18.07m",27,"2012-10-15"
"West Bromwich Albion","£74.25m",26,"2012-10-15"
