"Team","Value","Squad size","Date"
"Liverpool FC","£211.95m",25,"2012-06-01"
"Manchester City","£446.40m",28,"2012-06-01"
"Chelsea FC","£353.70m",27,"2012-06-01"
"Manchester United","£381.15m",30,"2012-06-01"
"Tottenham Hotspur","£241.43m",29,"2012-06-01"
"Arsenal FC","£275.18m",30,"2012-06-01"
"Everton FC","£126.90m",23,"2012-06-01"
"Leicester City","£31.01m",32,"2012-06-01"
"Wolverhampton Wanderers","£71.93m",27,"2012-06-01"
"Aston Villa","£105.98m",24,"2012-06-01"
"West Ham United","£53.15m",26,"2012-06-01"
"Newcastle United","£124.20m",30,"2012-06-01"
"Brighton & Hove Albion","£15.41m",30,"2012-06-01"
"Southampton FC","£23.76m",31,"2012-06-01"
"Fulham FC","£92.70m",31,"2012-06-01"
"Crystal Palace","£17.42m",31,"2012-06-01"
"Leeds United","£16.29m",25,"2012-06-01"
"Sheffield United","£11.61m",26,"2012-06-01"
"Burnley FC","£20.27m",27,"2012-06-01"
"West Bromwich Albion","£66.60m",27,"2012-06-01"
