"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2012-11-01"
"2","Southend United","€4.05m",24,"2012-11-01"
"3","Bolton Wanderers","€58.80m",30,"2012-11-01"
"4","Oldham Athletic","€4.25m",26,"2012-11-01"
"5","Tranmere Rovers","€2.48m",26,"2012-11-01"
"6","Morecambe FC","€2.65m",25,"2012-11-01"
"7","Grimsby Town","€1.45m",19,"2012-11-01"
"8","Colchester United","€5.38m",28,"2012-11-01"
"9","Leyton Orient","€5.73m",23,"2012-11-01"
"10","Mansfield Town","€2.85m",29,"2012-11-01"
"11","Bradford City","€5.15m",24,"2012-11-01"
"12","Scunthorpe United","€4.95m",24,"2012-11-01"
"13","Barrow AFC","€825Th.",21,"2012-11-01"
"14","Port Vale FC","€2.08m",22,"2012-11-01"
"15","Cheltenham Town","€2.35m",20,"2012-11-01"
"16","Exeter City","€4.23m",24,"2012-11-01"
"17","Carlisle United","€4.65m",24,"2012-11-01"
"18","Crawley Town","€3.68m",27,"2012-11-01"
"19","Newport County","€1.40m",21,"2012-11-01"
"20","Cambridge United","€575Th.",28,"2012-11-01"
"21","Walsall FC","€3.48m",23,"2012-11-01"
"22","Forest Green Rovers","€1.50m",24,"2012-11-01"
"23","Stevenage FC","€5.43m",27,"2012-11-01"
"24","Harrogate Town","€1.38m",26,"2012-11-01"
