"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€3.43m",28,"2011-09-01"
"2","Norwich City","€21.83m",27,"2011-09-01"
"3","Watford FC","€14.33m",31,"2011-09-01"
"4","Brentford FC","€5.03m",24,"2011-09-01"
"5","Cardiff City","€28.98m",30,"2011-09-01"
"6","Bristol City","€19.83m",30,"2011-09-01"
"7","Swansea City","€29.95m",27,"2011-09-01"
"8","Reading FC","€19.43m",33,"2011-09-01"
"9","Stoke City","€94.00m",26,"2011-09-01"
"10","Blackburn Rovers","€65.65m",24,"2011-09-01"
"11","Nottingham Forest","€29.50m",28,"2011-09-01"
"12","Middlesbrough FC","€30.63m",26,"2011-09-01"
"13","Derby County","€17.30m",31,"2011-09-01"
"14","Huddersfield Town","€9.78m",29,"2011-09-01"
"15","Birmingham City","€42.38m",28,"2011-09-01"
"16","Millwall FC","€10.85m",27,"2011-09-01"
"17","Sheffield Wednesday","€14.23m",28,"2011-09-01"
"18","Preston North End","€11.05m",27,"2011-09-01"
"19","Queens Park Rangers","€50.18m",34,"2011-09-01"
"20","Barnsley FC","€12.43m",27,"2011-09-01"
"21","Luton Town","€1.28m",27,"2011-09-01"
"22","Coventry City","€10.90m",25,"2011-09-01"
"23","Rotherham United","€3.28m",21,"2011-09-01"
"24","Wycombe Wanderers","€3.53m",24,"2011-09-01"
