"","Team","Value","Squad size","Date"
"1","Liverpool FC","€241.50m",23,"2013-05-15"
"2","Manchester City","€433.25m",24,"2013-05-15"
"3","Chelsea FC","€386.75m",24,"2013-05-15"
"4","Manchester United","€421.25m",26,"2013-05-15"
"5","Tottenham Hotspur","€270.50m",25,"2013-05-15"
"6","Arsenal FC","€281.50m",24,"2013-05-15"
"7","Everton FC","€137.75m",23,"2013-05-15"
"8","Leicester City","€25.85m",27,"2013-05-15"
"9","Wolverhampton Wanderers","€48.00m",32,"2013-05-15"
"10","Aston Villa","€108.00m",28,"2013-05-15"
"11","West Ham United","€95.00m",25,"2013-05-15"
"12","Newcastle United","€175.00m",29,"2013-05-15"
"13","Southampton FC","€77.75m",25,"2013-05-15"
"14","Brighton & Hove Albion","€24.85m",32,"2013-05-15"
"15","Fulham FC","€78.50m",26,"2013-05-15"
"16","Crystal Palace","€32.50m",28,"2013-05-15"
"17","Leeds United","€20.33m",24,"2013-05-15"
"18","Sheffield United","€9.65m",28,"2013-05-15"
"19","Burnley FC","€20.75m",24,"2013-05-15"
"20","West Bromwich Albion","€90.50m",26,"2013-05-15"
