"Team","Value","Squad size","Date"
"Liverpool FC","£869.63m",26,"2019-06-01"
"Manchester City","£1.03bn",26,"2019-06-01"
"Chelsea FC","£879.08m",35,"2019-06-01"
"Manchester United","£731.25m",29,"2019-06-01"
"Tottenham Hotspur","£756.00m",27,"2019-06-01"
"Arsenal FC","£578.70m",30,"2019-06-01"
"Everton FC","£379.58m",29,"2019-06-01"
"Leicester City","£312.98m",28,"2019-06-01"
"Wolverhampton Wanderers","£225.45m",25,"2019-06-01"
"Aston Villa","£87.98m",28,"2019-06-01"
"West Ham United","£302.40m",31,"2019-06-01"
"Newcastle United","£179.10m",29,"2019-06-01"
"Brighton & Hove Albion","£159.48m",26,"2019-06-01"
"Southampton FC","£207.09m",28,"2019-06-01"
"Fulham FC","£213.30m",26,"2019-06-01"
"Crystal Palace","£212.58m",26,"2019-06-01"
"Leeds United","£52.52m",28,"2019-06-01"
"Sheffield United","£29.66m",28,"2019-06-01"
"Burnley FC","£159.53m",26,"2019-06-01"
"West Bromwich Albion","£86.81m",22,"2019-06-01"
