"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2010-11-01"
"2","Southend United","€4.35m",26,"2010-11-01"
"3","Bolton Wanderers","€83.25m",26,"2010-11-01"
"4","Oldham Athletic","€3.88m",30,"2010-11-01"
"5","Tranmere Rovers","€4.58m",32,"2010-11-01"
"6","Morecambe FC","€4.10m",25,"2010-11-01"
"7","Grimsby Town","-",NA,"2010-11-01"
"8","Colchester United","€7.35m",32,"2010-11-01"
"9","Leyton Orient","€6.73m",27,"2010-11-01"
"10","Mansfield Town","€1.38m",32,"2010-11-01"
"11","Bradford City","€4.15m",27,"2010-11-01"
"12","Scunthorpe United","€8.43m",27,"2010-11-01"
"13","Barrow AFC","€1.05m",25,"2010-11-01"
"14","Port Vale FC","€2.55m",22,"2010-11-01"
"15","Cheltenham Town","€1.75m",25,"2010-11-01"
"16","Exeter City","€5.70m",33,"2010-11-01"
"17","Carlisle United","€5.78m",25,"2010-11-01"
"18","Crawley Town","€1.40m",28,"2010-11-01"
"19","Newport County","€375Th.",15,"2010-11-01"
"20","Cambridge United","€800Th.",22,"2010-11-01"
"21","Walsall FC","€6.95m",25,"2010-11-01"
"22","Forest Green Rovers","€2.00m",38,"2010-11-01"
"23","Stevenage FC","€3.73m",26,"2010-11-01"
"24","Harrogate Town","€1.23m",18,"2010-11-01"
