"","Team","Value","Squad size","Date"
"1","Liverpool FC","€275.90m",31,"2011-07-15"
"2","Manchester City","€409.50m",30,"2011-07-15"
"3","Chelsea FC","€422.20m",29,"2011-07-15"
"4","Manchester United","€396.00m",29,"2011-07-15"
"5","Tottenham Hotspur","€302.73m",33,"2011-07-15"
"6","Arsenal FC","€325.85m",30,"2011-07-15"
"7","Everton FC","€180.10m",22,"2011-07-15"
"8","Leicester City","€29.88m",31,"2011-07-15"
"9","Wolverhampton Wanderers","€74.30m",28,"2011-07-15"
"10","Aston Villa","€131.80m",22,"2011-07-15"
"11","West Ham United","€81.25m",21,"2011-07-15"
"12","Newcastle United","€106.23m",31,"2011-07-15"
"13","Southampton FC","€17.58m",30,"2011-07-15"
"14","Brighton & Hove Albion","€6.10m",23,"2011-07-15"
"15","Fulham FC","€95.55m",26,"2011-07-15"
"16","Crystal Palace","€16.50m",28,"2011-07-15"
"17","Leeds United","€17.88m",22,"2011-07-15"
"18","Sheffield United","€15.00m",27,"2011-07-15"
"19","Burnley FC","€32.78m",25,"2011-07-15"
"20","West Bromwich Albion","€68.98m",30,"2011-07-15"
