"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€4.38m",31,"2012-04-15"
"2","Norwich City","€53.30m",26,"2012-04-15"
"3","Watford FC","€14.00m",27,"2012-04-15"
"4","Brentford FC","€6.25m",27,"2012-04-15"
"5","Cardiff City","€24.05m",28,"2012-04-15"
"6","Bristol City","€20.40m",31,"2012-04-15"
"7","Swansea City","€68.50m",28,"2012-04-15"
"8","Reading FC","€19.95m",29,"2012-04-15"
"9","Stoke City","€90.00m",23,"2012-04-15"
"10","Blackburn Rovers","€70.40m",27,"2012-04-15"
"11","Nottingham Forest","€26.18m",28,"2012-04-15"
"12","Middlesbrough FC","€30.30m",27,"2012-04-15"
"13","Derby County","€9.35m",23,"2012-04-15"
"14","Huddersfield Town","€12.55m",29,"2012-04-15"
"15","Birmingham City","€30.93m",28,"2012-04-15"
"16","Millwall FC","€11.85m",28,"2012-04-15"
"17","Sheffield Wednesday","€13.08m",27,"2012-04-15"
"18","Preston North End","€8.53m",32,"2012-04-15"
"19","Queens Park Rangers","€79.55m",30,"2012-04-15"
"20","Barnsley FC","€12.13m",28,"2012-04-15"
"21","Luton Town","€1.28m",27,"2012-04-15"
"22","Coventry City","€10.05m",23,"2012-04-15"
"23","Rotherham United","€3.48m",22,"2012-04-15"
"24","Wycombe Wanderers","€4.65m",26,"2012-04-15"
