"Team","Value","Squad size","Date"
"Liverpool FC","£788.40m",25,"2018-09-01"
"Manchester City","£952.20m",26,"2018-09-01"
"Chelsea FC","£766.58m",27,"2018-09-01"
"Manchester United","£769.50m",26,"2018-09-01"
"Tottenham Hotspur","£748.35m",27,"2018-09-01"
"Arsenal FC","£498.60m",25,"2018-09-01"
"Everton FC","£360.00m",30,"2018-09-01"
"Leicester City","£287.55m",28,"2018-09-01"
"Wolverhampton Wanderers","£174.83m",26,"2018-09-01"
"Aston Villa","£97.07m",28,"2018-09-01"
"West Ham United","£256.95m",25,"2018-09-01"
"Newcastle United","£157.23m",26,"2018-09-01"
"Brighton & Hove Albion","£159.30m",24,"2018-09-01"
"Southampton FC","£237.24m",25,"2018-09-01"
"Fulham FC","£218.25m",25,"2018-09-01"
"Crystal Palace","£193.79m",27,"2018-09-01"
"Leeds United","£52.97m",23,"2018-09-01"
"Sheffield United","£21.29m",24,"2018-09-01"
"Burnley FC","£163.58m",24,"2018-09-01"
"West Bromwich Albion","£86.99m",23,"2018-09-01"
