"Team","Value","Squad size","Date"
"Liverpool FC","£809.55m",30,"2018-08-15"
"Manchester City","£964.35m",29,"2018-08-15"
"Chelsea FC","£788.85m",32,"2018-08-15"
"Manchester United","£769.50m",26,"2018-08-15"
"Tottenham Hotspur","£751.05m",28,"2018-08-15"
"Arsenal FC","£505.80m",27,"2018-08-15"
"Everton FC","£399.15m",35,"2018-08-15"
"Leicester City","£300.15m",30,"2018-08-15"
"Wolverhampton Wanderers","£178.02m",34,"2018-08-15"
"Aston Villa","£70.07m",28,"2018-08-15"
"West Ham United","£257.85m",26,"2018-08-15"
"Newcastle United","£159.03m",27,"2018-08-15"
"Brighton & Hove Albion","£167.49m",31,"2018-08-15"
"Southampton FC","£239.72m",28,"2018-08-15"
"Fulham FC","£223.88m",28,"2018-08-15"
"Crystal Palace","£193.79m",27,"2018-08-15"
"Leeds United","£56.12m",28,"2018-08-15"
"Sheffield United","£16.92m",23,"2018-08-15"
"Burnley FC","£169.88m",27,"2018-08-15"
"West Bromwich Albion","£104.36m",24,"2018-08-15"
