"Team","Value","Squad size","Date"
"Hull City","£40.46m",26,"2019-02-15"
"Ipswich Town","£21.20m",33,"2019-02-15"
"Blackpool FC","£4.61m",29,"2019-02-15"
"Sunderland AFC","£22.95m",28,"2019-02-15"
"Charlton Athletic","£9.72m",25,"2019-02-15"
"Shrewsbury Town","£3.98m",30,"2019-02-15"
"Fleetwood Town","£6.21m",22,"2019-02-15"
"Milton Keynes Dons","£6.12m",27,"2019-02-15"
"Oxford United","£7.38m",26,"2019-02-15"
"Wigan Athletic","£20.88m",30,"2019-02-15"
"Swindon Town","£3.49m",31,"2019-02-15"
"Doncaster Rovers","£2.70m",28,"2019-02-15"
"Portsmouth FC","£4.93m",28,"2019-02-15"
"Burton Albion","£5.09m",26,"2019-02-15"
"Gillingham FC","£4.03m",28,"2019-02-15"
"Bristol Rovers","£3.58m",26,"2019-02-15"
"Northampton Town","£3.53m",26,"2019-02-15"
"Plymouth Argyle","£4.50m",31,"2019-02-15"
"Lincoln City","£4.93m",26,"2019-02-15"
"Peterborough United","£7.07m",28,"2019-02-15"
"Rochdale AFC","£5.06m",27,"2019-02-15"
"Crewe Alexandra","£2.12m",23,"2019-02-15"
"AFC Wimbledon","£2.97m",28,"2019-02-15"
"Accrington Stanley","£2.54m",28,"2019-02-15"
