"","Team","Value","Squad size","Date"
"1","Liverpool FC","€318.50m",28,"2015-06-15"
"2","Manchester City","€425.25m",26,"2015-06-15"
"3","Chelsea FC","€505.75m",28,"2015-06-15"
"4","Manchester United","€435.25m",28,"2015-06-15"
"5","Tottenham Hotspur","€281.85m",32,"2015-06-15"
"6","Arsenal FC","€400.25m",30,"2015-06-15"
"7","Everton FC","€166.40m",26,"2015-06-15"
"8","Leicester City","€58.65m",29,"2015-06-15"
"9","Wolverhampton Wanderers","€22.60m",32,"2015-06-15"
"10","Aston Villa","€99.25m",30,"2015-06-15"
"11","West Ham United","€116.25m",24,"2015-06-15"
"12","Newcastle United","€132.75m",34,"2015-06-15"
"13","Southampton FC","€197.25m",26,"2015-06-15"
"14","Brighton & Hove Albion","€15.70m",24,"2015-06-15"
"15","Fulham FC","€35.25m",34,"2015-06-15"
"16","Crystal Palace","€92.25m",36,"2015-06-15"
"17","Leeds United","€27.25m",33,"2015-06-15"
"18","Sheffield United","€10.05m",32,"2015-06-15"
"19","Burnley FC","€48.05m",27,"2015-06-15"
"20","West Bromwich Albion","€76.60m",23,"2015-06-15"
