"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.98m",32,"2011-12-15"
"Norwich City","£25.92m",25,"2011-12-15"
"Watford FC","£15.73m",28,"2011-12-15"
"Brentford FC","£4.93m",27,"2011-12-15"
"Cardiff City","£24.14m",26,"2011-12-15"
"Bristol City","£16.45m",26,"2011-12-15"
"Swansea City","£34.97m",28,"2011-12-15"
"Reading FC","£16.47m",28,"2011-12-15"
"Stoke City","£93.60m",27,"2011-12-15"
"Blackburn Rovers","£68.99m",27,"2011-12-15"
"Nottingham Forest","£26.96m",28,"2011-12-15"
"Middlesbrough FC","£26.66m",26,"2011-12-15"
"Derby County","£12.60m",29,"2011-12-15"
"Huddersfield Town","£8.89m",25,"2011-12-15"
"Birmingham City","£33.10m",25,"2011-12-15"
"Millwall FC","£10.15m",29,"2011-12-15"
"Sheffield Wednesday","£13.07m",29,"2011-12-15"
"Preston North End","£11.05m",32,"2011-12-15"
"Queens Park Rangers","£54.23m",30,"2011-12-15"
"Barnsley FC","£10.78m",25,"2011-12-15"
"Luton Town","£1.19m",29,"2011-12-15"
"Coventry City","£9.81m",26,"2011-12-15"
"Rotherham United","£4.19m",26,"2011-12-15"
"Wycombe Wanderers","£5.06m",29,"2011-12-15"
