"","Team","Value","Squad size","Date"
"1","Liverpool FC","€372.20m",28,"2017-05-01"
"2","Manchester City","€525.25m",25,"2017-05-01"
"3","Chelsea FC","€515.00m",25,"2017-05-01"
"4","Manchester United","€466.00m",24,"2017-05-01"
"5","Tottenham Hotspur","€429.00m",24,"2017-05-01"
"6","Arsenal FC","€492.50m",28,"2017-05-01"
"7","Everton FC","€252.10m",26,"2017-05-01"
"8","Leicester City","€205.30m",25,"2017-05-01"
"9","Wolverhampton Wanderers","€52.85m",30,"2017-05-01"
"10","Aston Villa","€83.50m",26,"2017-05-01"
"11","West Ham United","€209.45m",28,"2017-05-01"
"12","Newcastle United","€126.25m",28,"2017-05-01"
"13","Southampton FC","€230.50m",30,"2017-05-01"
"14","Brighton & Hove Albion","€50.20m",28,"2017-05-01"
"15","Fulham FC","€54.55m",23,"2017-05-01"
"16","Crystal Palace","€186.50m",27,"2017-05-01"
"17","Leeds United","€41.30m",26,"2017-05-01"
"18","Sheffield United","€8.50m",26,"2017-05-01"
"19","Burnley FC","€85.00m",23,"2017-05-01"
"20","West Bromwich Albion","€95.60m",20,"2017-05-01"
