"Team","Value","Squad size","Date"
"Liverpool FC","£994.14m",28,"2021-01-01"
"Manchester City","£957.87m",25,"2021-01-01"
"Chelsea FC","£744.35m",29,"2021-01-01"
"Manchester United","£678.92m",30,"2021-01-01"
"Tottenham Hotspur","£668.30m",29,"2021-01-01"
"Arsenal FC","£527.36m",31,"2021-01-01"
"Everton FC","£458.37m",29,"2021-01-01"
"Leicester City","£436.95m",27,"2021-01-01"
"Wolverhampton Wanderers","£364.59m",25,"2021-01-01"
"Aston Villa","£293.67m",27,"2021-01-01"
"West Ham United","£267.17m",25,"2021-01-01"
"Newcastle United","£241.25m",29,"2021-01-01"
"Brighton & Hove Albion","£217.04m",29,"2021-01-01"
"Southampton FC","£214.29m",25,"2021-01-01"
"Crystal Palace","£189.88m",29,"2021-01-01"
"Fulham FC","£194.67m",29,"2021-01-01"
"Leeds United","£175.97m",30,"2021-01-01"
"Sheffield United","£155.07m",28,"2021-01-01"
"Burnley FC","£136.87m",26,"2021-01-01"
"West Bromwich Albion","£102.47m",27,"2021-01-01"
