"Team","Value","Squad size","Date"
"Salford City","-",NA,"2011-04-15"
"Bolton Wanderers","£83.12m",25,"2011-04-15"
"Oldham Athletic","£4.16m",25,"2011-04-15"
"Barrow AFC","£1.04m",27,"2011-04-15"
"Morecambe FC","£4.03m",25,"2011-04-15"
"Mansfield Town","£1.37m",29,"2011-04-15"
"Tranmere Rovers","£3.33m",28,"2011-04-15"
"Grimsby Town","-",NA,"2011-04-15"
"Leyton Orient","£5.51m",24,"2011-04-15"
"Colchester United","£6.17m",26,"2011-04-15"
"Scunthorpe United","£9.23m",31,"2011-04-15"
"Bradford City","£2.61m",26,"2011-04-15"
"Port Vale FC","£2.50m",24,"2011-04-15"
"Crawley Town","£2.16m",27,"2011-04-15"
"Exeter City","£4.43m",32,"2011-04-15"
"Newport County","£1.28m",20,"2011-04-15"
"Southend United","£2.88m",26,"2011-04-15"
"Cheltenham Town","£1.82m",22,"2011-04-15"
"Cambridge United","£1.17m",27,"2011-04-15"
"Carlisle United","£4.30m",25,"2011-04-15"
"Stevenage FC","£2.57m",24,"2011-04-15"
"Forest Green Rovers","£1.69m",36,"2011-04-15"
"Walsall FC","£4.39m",27,"2011-04-15"
"Harrogate Town","£338Th.",17,"2011-04-15"
