"Team","Value","Squad size","Date"
"Liverpool FC","£247.95m",24,"2013-09-15"
"Manchester City","£422.78m",24,"2013-09-15"
"Chelsea FC","£428.18m",27,"2013-09-15"
"Manchester United","£371.03m",29,"2013-09-15"
"Tottenham Hotspur","£264.15m",24,"2013-09-15"
"Arsenal FC","£308.25m",27,"2013-09-15"
"Everton FC","£145.58m",26,"2013-09-15"
"Leicester City","£26.01m",25,"2013-09-15"
"Wolverhampton Wanderers","£20.07m",25,"2013-09-15"
"Aston Villa","£92.07m",27,"2013-09-15"
"West Ham United","£87.53m",25,"2013-09-15"
"Newcastle United","£151.20m",26,"2013-09-15"
"Brighton & Hove Albion","£22.52m",26,"2013-09-15"
"Southampton FC","£95.40m",24,"2013-09-15"
"Crystal Palace","£51.48m",33,"2013-09-15"
"Fulham FC","£82.89m",25,"2013-09-15"
"Leeds United","£18.90m",26,"2013-09-15"
"Sheffield United","£7.61m",28,"2013-09-15"
"Burnley FC","£16.85m",22,"2013-09-15"
"West Bromwich Albion","£87.53m",28,"2013-09-15"
