"Team","Value","Squad size","Date"
"Liverpool FC","£331.16m",31,"2016-01-15"
"Manchester City","£464.85m",26,"2016-01-15"
"Chelsea FC","£497.25m",27,"2016-01-15"
"Manchester United","£361.40m",27,"2016-01-15"
"Tottenham Hotspur","£267.53m",26,"2016-01-15"
"Arsenal FC","£365.40m",25,"2016-01-15"
"Everton FC","£188.10m",29,"2016-01-15"
"Leicester City","£97.20m",27,"2016-01-15"
"Wolverhampton Wanderers","£20.45m",28,"2016-01-15"
"Aston Villa","£106.65m",27,"2016-01-15"
"West Ham United","£149.85m",27,"2016-01-15"
"Newcastle United","£163.58m",32,"2016-01-15"
"Southampton FC","£168.08m",26,"2016-01-15"
"Brighton & Hove Albion","£31.39m",31,"2016-01-15"
"Fulham FC","£30.74m",29,"2016-01-15"
"Crystal Palace","£105.53m",28,"2016-01-15"
"Leeds United","£24.93m",24,"2016-01-15"
"Sheffield United","£9.74m",32,"2016-01-15"
"Burnley FC","£38.75m",25,"2016-01-15"
"West Bromwich Albion","£87.75m",25,"2016-01-15"
