"Team","Value","Squad size","Date"
"Liverpool FC","£406.35m",29,"2017-09-15"
"Manchester City","£529.65m",21,"2017-09-15"
"Chelsea FC","£552.96m",26,"2017-09-15"
"Manchester United","£509.18m",25,"2017-09-15"
"Tottenham Hotspur","£443.03m",24,"2017-09-15"
"Arsenal FC","£461.70m",26,"2017-09-15"
"Everton FC","£289.35m",30,"2017-09-15"
"Leicester City","£219.15m",26,"2017-09-15"
"Wolverhampton Wanderers","£64.96m",28,"2017-09-15"
"Aston Villa","£84.15m",28,"2017-09-15"
"West Ham United","£196.56m",24,"2017-09-15"
"Newcastle United","£118.13m",26,"2017-09-15"
"Southampton FC","£224.64m",27,"2017-09-15"
"Brighton & Hove Albion","£84.65m",29,"2017-09-15"
"Fulham FC","£49.41m",24,"2017-09-15"
"Crystal Palace","£169.29m",28,"2017-09-15"
"Leeds United","£33.26m",26,"2017-09-15"
"Sheffield United","£9.23m",27,"2017-09-15"
"Burnley FC","£74.48m",24,"2017-09-15"
"West Bromwich Albion","£129.38m",22,"2017-09-15"
