"Team","Value","Squad size","Date"
"Salford City","£608Th.",11,"2015-06-15"
"Bolton Wanderers","£21.76m",34,"2015-06-15"
"Oldham Athletic","£3.87m",24,"2015-06-15"
"Barrow AFC","£765Th.",19,"2015-06-15"
"Morecambe FC","£1.82m",25,"2015-06-15"
"Mansfield Town","£1.55m",26,"2015-06-15"
"Tranmere Rovers","£3.31m",23,"2015-06-15"
"Grimsby Town","£900Th.",22,"2015-06-15"
"Leyton Orient","£6.08m",26,"2015-06-15"
"Colchester United","£2.59m",26,"2015-06-15"
"Scunthorpe United","£4.21m",28,"2015-06-15"
"Bradford City","£4.46m",22,"2015-06-15"
"Port Vale FC","£3.06m",26,"2015-06-15"
"Crawley Town","£4.01m",25,"2015-06-15"
"Exeter City","£3.29m",27,"2015-06-15"
"Newport County","£1.08m",22,"2015-06-15"
"Southend United","£2.68m",24,"2015-06-15"
"Cheltenham Town","£1.91m",23,"2015-06-15"
"Cambridge United","£2.03m",25,"2015-06-15"
"Carlisle United","£3.33m",25,"2015-06-15"
"Stevenage FC","£2.12m",29,"2015-06-15"
"Forest Green Rovers","£1.64m",25,"2015-06-15"
"Walsall FC","£2.81m",25,"2015-06-15"
"Harrogate Town","£2.45m",43,"2015-06-15"
