"","Team","Value","Squad size","Date"
"1","Liverpool FC","€236.10m",26,"2012-08-01"
"2","Manchester City","€498.50m",27,"2012-08-01"
"3","Chelsea FC","€434.00m",30,"2012-08-01"
"4","Manchester United","€399.25m",27,"2012-08-01"
"5","Tottenham Hotspur","€284.00m",26,"2012-08-01"
"6","Arsenal FC","€358.25m",33,"2012-08-01"
"7","Everton FC","€140.00m",21,"2012-08-01"
"8","Leicester City","€31.05m",25,"2012-08-01"
"9","Wolverhampton Wanderers","€72.80m",27,"2012-08-01"
"10","Aston Villa","€115.25m",25,"2012-08-01"
"11","West Ham United","€60.70m",22,"2012-08-01"
"12","Newcastle United","€148.95m",28,"2012-08-01"
"13","Southampton FC","€43.30m",26,"2012-08-01"
"14","Brighton & Hove Albion","€19.40m",26,"2012-08-01"
"15","Fulham FC","€96.50m",28,"2012-08-01"
"16","Crystal Palace","€15.18m",26,"2012-08-01"
"17","Leeds United","€18.25m",26,"2012-08-01"
"18","Sheffield United","€11.95m",26,"2012-08-01"
"19","Burnley FC","€18.05m",26,"2012-08-01"
"20","West Bromwich Albion","€65.00m",25,"2012-08-01"
